Index,ID,Last Job,Influence,Risk Score,Hiring Score,Work Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10
671,671,Assistant Boy's Basketball Coach,8,15.4,55.0,37,Leadership,Coaching,Team Management,Recruitment,Budgeting,Teaching,Sports Management,,,
672,672,Account Service Representative II/Tech,8,25.0,23.06,18,Leadership,Project Management,Sales,Graphic Design,Training and Development,Communication,Martial Arts Instruction,,,
673,673,Special Finance Manager,9,17.2,36.14,18.25,Financial Management,Leadership,Budgeting,Marketing,Account Management,Data Analysis,Project Management,Communication,,
674,674,Mover,5,44.8,16.06,14,Physical Labor,Logistics and Transportation,Warehouse Management,Time Management,Teamwork,,,,,
675,675,HR Coordinator,7,6.0,67.9,13,HR Management,Payroll Management,Leadership,Time Management,Communication,Training and Development,Event Planning,French Language,,
676,676,Financial Accountant,7,0.0,76.84,25,Financial Analysis,Accounting,Financial Reporting,Budgeting,Leadership,Microsoft Excel,Project Management,,,
677,677,Director of Information Technology,9,0.0,4.01,26,Project Management,Leadership,Change Management,Vendor Management,IT Operations Management,Network Security,Data Recovery,Communication,Problem-Solving,Technical Support
678,678,Aviation Camp Assistant,7,10.0,55.33,11,Aerodynamics,Aircraft Design,UAV Design,Flight Simulation,Wind Tunnel Testing,Water Tunnel Testing,Aerodynamic Modeling,Leadership,Project Management,Communication
679,679,Sales Associate,6,30.0,33.47,9,Customer Service,Communication,Cash Handling,Problem-Solving,Time Management,Teamwork,,,,
680,680,Senior Client Advocate II,9,33.3,17.27,25,Business Process Analysis,Project Management,Leadership,Data Analysis,Budgeting,SQL,Communication,Problem-Solving,Team Management,
681,681,Outside Machinist,8,18.8,50.67,26,Machinery Installation,Precision Tooling,Project Management,Leadership,Mathematics,Blueprint Reading,,,,
682,682,HR Generalist,9,9.8,62.52,22,HR Generalist,Employee Relations,Recruitment,Benefits Administration,Compliance,Leadership,Communication,Problem-Solving,Time Management,Payroll Management
683,683,Equipment Operator and Fitness Leader,8,20.1,12.92,16,Leadership,Equipment Operation,Training and Development,Attention to Detail,Time Management,Teamwork,,,,
684,684,Training Assistant,9,23.9,39.56,30,Project Management,Leadership,Marketing,Communication,Training and Development,Event Planning,Database Management,Microsoft Office,,
685,685,Contracts and Finance Officer,6,12.5,22.67,9,Financial Management,Procurement,Financial Reporting,,,,,,,
686,686,Assistant to Managing Director,8,38.3,24.02,8,Project Management,Leadership,Communication,Data Analysis,Time Management,Customer Service,Accounting,Business Administration,,
687,687,Assistant Principal,8,54.3,5.81,23,Leadership,Staff Management,Communication,Event Planning,Safety and Emergency Management,Teaching,Curriculum Development,Mentoring,,
688,688,Receptionist and Veterinary Technician,6,17.8,31.33,7,Customer Service,Administrative Support,Time Management,Communication,Microsoft Office,,,,,
689,689,Finance Manager,9,10.0,62.24,14,Financial Modeling,Financial Analysis,Budgeting,Financial Reporting,Leadership,Auditing,Risk Management,Data Analysis,Financial Planning,Accounting
690,690,Customer Service Advocate,8,0.0,31.82,29,Customer Service,Healthcare Administration,Insurance Verification,Medical Records Management,Scheduling,Data Entry,Communication,Problem-Solving,Time Management,
691,691,General Manager,8,35.1,24.11,11,Leadership,Team Management,Customer Service,Marketing,Employee Training and Development,Time Management,Communication,,,
692,692,Finance Manager,9,20.5,48.57,23,Financial Analysis,Financial Reconciliation,Budgeting,Leadership,Management,Communication,Strategic Planning,Cost Management,,
693,693,Staff Accountant,5,25.0,26.35,4,Financial Reconciliation,General Accounting,Financial Analysis,Project Management,,,,,,
694,694,Aviation Records Analyst,8,6.2,45.2,25,Data Analysis,Technical Support,System Administration,Troubleshooting,Project Management,Leadership,Communication,Aviation Maintenance,,
695,695,Vice President of Operations,10,0.0,51.79,23,Project Management,Healthcare,Quality Systems,Life Sciences,Pharmaceuticals,Remote Care Services,Good Manufacturing Practices,Good Clinical Practices,Good Laboratory Practices,Validation
696,696,Certified Fitness Trainer,8,31.4,24.8,14,Leadership,Sales and Marketing,Customer Service,Team Management,Budgeting,Communication,Time Management,Fitness and Wellness,,
697,697,Director of Finance,8,40.0,10.24,32,Financial Leadership,Accounting Operations Management,Financial Reporting,Financial Planning and Analysis,Risk Management,Bank Reconciliation,Payroll Management,General Ledger Management,Inventory Reconciliation,Leadership
698,698,Technical IT Healthcare Consultant,9,0.0,4.01,29,Linux System Administration,UNIX System Administration,HP-UX System Administration,Red Hat Linux,Apache,Oracle,VMware,TCP/IP Networking,"Scripting (Bash, Korn Shell)",Disaster Recovery
699,699,Senior Analyst - Business Intelligence and Analytics - Healthcare,9,0.0,4.01,18,Data Analysis,Business Intelligence,Project Management,Leadership,Communication,Strategic Planning,Negotiation,Inventory Management,SQL,Excel
700,700,Sexual Assault Crisis Counselor / Victim Advocate,8,6.0,46.57,31,Counseling,Advocacy,Community Outreach,Leadership,Training and Development,Social Work,Case Management,Group Facilitation,,
701,701,Lead Teller,7,32.8,39.86,11,Cash Handling,Risk Assessment,Customer Service,Leadership,Time Management,Compliance,,,,
702,702,Social Media Producer,7,25.0,32.34,17,Content Creation,Photography,Videography,Video Editing,Microsoft Excel,Payroll Management,Leadership,Customer Service,Data Entry,Multitasking
703,703,Human Resource/ Finance Analyst,9,0.0,41.83,11,Human Resource Management,Customer Service,Payroll Management,Leadership,Recruitment,Employee Development,Case Management,Counseling,,
704,704,Director of Information Technology,8,12.5,28.9,25,IT Management,Network Administration,IT Security and Risk Management,Leadership,Technical Support,,,,,
705,705,SENIOR VICE-PRESIDENT AND CHIEF INFORMATION OFFICER,10,37.9,29.09,27,Network Security,IT Operational Management,Enterprise Resource Planning,Portal Technology,Business Process Improvement,Leadership,Network Administration,Wide Area Network (WAN) Management,,
706,706,Mortgage Banking Research Specialist,7,37.5,29.34,26,Leadership,Communication,Problem-Solving,Time Management,Team Management,Quality Assurance,Business Administration,,,
707,707,Accountant,6,28.0,31.03,20,General Accounting,Financial Reconciliation,Payroll Management,Leadership,Financial Reporting,Cash Management,Budgeting,Microsoft Excel,,
708,708,Aviation Mechanic,6,58.5,11.54,12,Aircraft Maintenance,Troubleshooting,Hydraulic Systems,Electrical Systems,Airframe Systems,Record Keeping,,,,
709,709,"Director, Quality Improvement Network Facilitation",9,53.0,9.84,20,Data Analysis,Project Management,Leadership,Healthcare Administration,Quality Improvement,Public Health,Nursing,Healthcare Management,Team Management,
710,710,Accountant II,8,8.0,44.61,34,Financial Reconciliation,General Accounting,Budgeting,Leadership,Microsoft Excel,Financial Analysis,Auditing,Financial Reporting,Accounting Principles,
711,711,Supervisor,7,29.5,27.06,20,Aircraft Maintenance,Leadership,Safety Procedures,Tool Control,HAZMAT Handling,Aircraft Painting,Aircraft Coating,,,
712,712,Founder and Project Manager,9,26.9,37.84,11,Project Management,Leadership,Communication,Risk Assessment,Financial Analysis,Portfolio Management,Client Relationship Management,Bloomberg,,
713,713,Purchasing Agent,9,0.0,4.01,25,Procurement,Supply Chain Management,Leadership,Communication,Sales,Compliance,Customer Service,Time Management,Team Management,Banking Operations
714,714,PhD Candidate in Finance,9,38.4,26.16,25,Financial Modeling,Econometric Modeling,Asset Pricing,Teaching,Research,GARCH Process,Sentiment Measures,State-Space Model,Option Pricing Models,Materials Science
715,715,Care Coordinator,7,21.2,36.5,12,Care Coordination,Medication Management,Data Analysis,Leadership,Communication,Team Management,Time Management,Problem-Solving,Counseling,Event Planning
716,716,Practice Manager,9,30.4,23.79,20,Budgeting,Financial Analysis,Leadership,Project Management,Compliance Management,Information Technology Management,Marketing Management,Training and Development,Risk Management,
717,717,Direct Client Coordinator- Counselor/ Victim Advocate,8,33.7,15.01,15.3,Counseling,Crisis Intervention,Leadership,Time Management,Communication,Sales,Marketing,Customer Service,Team Management,
718,718,Customer Care Representative,7,87.5,0.37,7,Customer Service,Leadership,Recruitment,Staff Management,Communication,Human Resources,,,,
719,719,Customer Advocate,6,72.9,3.92,16,Customer Service,Communication,Leadership,Time Management,Cash Handling,Teamwork,Problem-Solving,Attention to Detail,Adaptability,
720,720,Patient Health Advocate,7,0.0,22.77,14,Customer Service,Communication,Problem-Solving,Leadership,Time Management,,,,,
721,721,Security Baggage Handler/Personnel Screener,8,50.0,8.54,15,Security Operations,Aircraft Maintenance,Ordnance Handling,Leadership,Communication,,,,,
722,722,AM- Replenishment Stocker,6,50.0,4.65,7,Customer Service,Inventory Management,Electronics Installation and Repair,Troubleshooting,Time Management,Communication,,,,
723,723,Emergency Room Admitting Specialist/Quality Assurance,7,50.2,14.45,14,Patient Admission,Customer Service,Data Entry,Communication,Case Management,Group Facilitation,Crisis Intervention,Social Work,Spanish Interpretation,
724,724,Business Office Manager,8,12.5,30.41,14,Leadership,Employee Management,Policy Development,Customer Service,Medical Records Management,"Coding (CPT, HCPCS, ICD-9)",HIPAA Compliance,Accounts Receivable Management,Billing and Insurance,Data Entry
725,725,HR SPECIALIST,9,31.0,32.52,24,Human Resource Management,Recruitment,Payroll Management,Budgeting,Customer Service,Leadership,Communication,Problem-Solving,,
726,726,Staff Accountant,9,21.7,35.81,22,Financial Analysis,Accounting,Payroll Management,Budgeting,Leadership,Human Resources,QuickBooks,Financial Reconciliation,General Ledger Review,Procedure Development
727,727,Service Advocate IV- Clinical Support,9,33.3,27.71,17,Customer Service,Communication,Problem-Solving,Process Improvement,Training and Development,Insurance Knowledge,Data Entry,Compliance,,
728,728,Information Technology,9,21.2,52.67,25,Accreditation Management,Vulnerability Management,Systems Engineering,Project Management,Leadership,Network Design,Communication,Problem-Solving,,
729,729,Staff LPN,8,40.9,13.4,18,Nursing Care,Team Management,Medication Administration,Patient Care,Phlebotomy,Data Management,Geriatric Care,,,
730,730,Corporate Project Manager,8,20.5,47.49,10,Project Management,Leadership,Change Management,Business Development,IT Infrastructure Management,Training and Development,Budgeting,Microsoft Office,,
731,731,Customer Service Advocate,8,35.5,27.74,39,Customer Service,Communication,Leadership,Time Management,Payroll Management,Data Entry,Problem-Solving,,,
732,732,Advanced Level Wheeled Vehicle Mechanic,8,39.4,21.04,24,Leadership,Mechanical Maintenance,Troubleshooting,Electrical Systems,Project Management,,,,,
733,733,HR Coordinator,7,45.0,15.09,18,Recruitment,Employee Relations,Human Resources Management,Leadership,Communication,Compliance,Project Management,Data Management,,
734,734,Healthcare Consulting Project Associate,8,25.0,27.37,15,Project Management,Data Analysis,Leadership,Communication,Strategic Planning,Financial Management,Healthcare Operations,Marketing,Process Improvement,Training and Development
735,735,Director of Information Technology,10,16.7,45.02,32,Project Management,ITIL,Active Directory,Office 365,Leadership,Business Analysis,Architecture,Cisco,VoIP,B2B
736,736,Intern,4,12.5,47.33,3,Strength and Conditioning,,,,,,,,,
737,737,Front Desk Attendant,5,40.0,17.52,2,Bookkeeping,Customer Service,Aircraft Operations,Aviation Management,,,,,,
738,738,Accommodation Service Executive ll,8,28.0,29.18,24,Customer Service,Sales Management,Leadership,Communication,Problem-Solving,Time Management,Team Management,Database Management,,
739,739,HR Payroll/ Accounting Representative,7,10.7,57.58,6,Payroll Management,Accounting,Customer Service,Leadership,Time Management,,,,,
740,740,Vice President,10,48.7,17.44,24,Project Management,Leadership,Risk Management,Data Analysis,Communication,Problem-Solving,Business Analysis,Software Development Life Cycle (SDLC),Computer Information Systems,
741,741,Staff Pharmacist,8,35.1,35.12,19,Pharmacy Management,Patient Consultation,Prescription Management,Leadership,Troubleshooting,,,,,
742,742,ABA Therapist,6,50.3,16.87,8,Child Development,Behavioral Therapy,Communication,Time Management,,,,,,
743,743,Certified Nursing Assistant,7,18.6,34.93,24,Patient Care,Communication,Time Management,Teamwork,Microsoft Office,Healthcare Administration,,,,
744,744,"Director, Information Technology",9,0.0,90.0,40,Leadership,Information Technology Management,Strategic Planning,Project Management,Computer Science,Mathematics,Teaching,Community Service,,
745,745,Manager of Golf Operations,9,43.0,21.99,6,Marketing,Event Management,Sales,Leadership,Negotiation,Presentation,Business Management,,,
746,746,Operations Coordinator,7,4.0,56.85,15,Office Administration,Communication,Organizational Skills,Time Management,Leadership,Teaching,Curriculum Development,Microsoft Office,,
747,747,Market Consultant - Healthcare Advocate,8,12.7,44.42,14,Data Analysis,Leadership,Communication,Problem-Solving,Time Management,Compliance,Training and Development,,,
